string2 0,string 1
"tutorial_exp_Trivia2028_02_001",""
"tutorial_exp_Trivia2028_03_001",""
"tutorial_exp_WorldView_001_001","These are mysterious phenomena with no scientific explanation.
Minor explosions and shockwaves of unknown origin have been
reported, as well as strange lifeforms, regional earthquakes and
other unusual weather patterns. Research conducted by
ADAMAS has shown that the frequency of these anomalous
phenomena coincides with an increase in social unrest. Over the
past few years, the phenomena have been increasing at a rapid
rate, which has happened a handful of times throughout history.
Each time, the events caused society to fall into chaos and
eventually led to an epidemic, disaster or all-out war."
"tutorial_exp_WorldView_002_001","This organization works behind the scenes to
deal with the strange phenomena known as
""anomalies."" It sends agents around the globe
to carry out missions designed to collect and
analyze information for its massive database.
The organization's goal is to protect citizens
from the anomalies when their leaders are unable
to do so. In addition to its main headquarters,
the organization is said to have various branches
scattered around different regions. However,
the organization's founder insisted that details
regarding their activities be kept secret, meaning
that its true purpose remains hidden from the masses."
"tutorial_exp_WorldView_003_001","Digimon are mysterious beings with a strong correlation to areas
where anomalous phenomena have been sighted. Although
ADAMAS has been investigating these beings for many years,
we still know very little. Until recently, we could only describe
them as what people call ""phantoms."" Lately, however, the
organization has bolstered its research efforts in response to a
sudden increase in Digimon sightings over the years. Digimon
were found to be ""electronic lifeforms,"" with characteristics of
both organic matter and electric signals. It's believed that they're
the source of the anomalous phenomena."
"tutorial_exp_WorldView_004_001","This special device was developed by ADAMAS and contains a
unique ""summoning program"" that utilizes a Digimon's electronic
data. These devices are given to agents and allow them to
convert the aspect of Digimon that corresponds to genes into
electronic data made up of ones and zeros. And even though
Digimon are organic lifeforms as well, they can also be ""copied""
because of this data if certain conditions are met."
"tutorial_exp_WorldView_004_002","This general theory was the work of Dr. Yuki, who was the
original founder of ADAMAS. He apparently referred to these
phase electronic lifeforms as ""semi-electron bodies."" Although
his theories were largely ignored in academic circles, the
members of the organization continued his research, thus
leading to the creation of the Digivice."
"tutorial_exp_WorldView_005_001","As one of the organization's founders, Dr. Yuki
developed numerous inventions that were useful
to society. And yet, few people know about him,
due in large part to his personality. He rarely
showed himself in public, and he transferred all
rights to his work to the government and large
corporations, using the proceeds to establish
ADAMAS. Today, his original mission of defending
society from the threat of the anomalies lives
on through the organization's current members."
"tutorial_exp_WorldView_005_002","It's believed that the organization's secrecy is due to its desire
to prevent its analysis of the anomalies from falling into the
wrong hands. As a result, the organization keeps its activities
shrouded in secrecy, so as to protect its research from being
misused by entities such as the military industrial complex."
"tutorial_exp_Attribute_01_001","Each Digimon possesses an affinity with each of the elements:

{is28}{image(ui_icon_skill_001)} Fire, {is28}{image(ui_icon_skill_002)} Ice, {is28}{image(ui_icon_skill_003)} Plant, {is28}{image(ui_icon_skill_004)} Water, {is28}{image(ui_icon_skill_005)} Electricity,
{is28}{image(ui_icon_skill_006)} Steel, {is28}{image(ui_icon_skill_007)} Wind, {Is28}{image(ui_icon_skill_008)} Earth. {is28}{image(ui_icon_skill_009)} Light, {is28}{image(ui_icon_skill_010)} Dark, and
{is28}{image(ui_icon_skill_000)} Null.

These affinities affect their elemental resistances, as per below.
{fc11◎}:{fc9 2x damage}
{fc11○}:{fc9 1.5x damage}
－: No effect
{fc2△}:{fc9 0.5x damage}
{fc2×}:{fc9 No damage}"
"tutorial_exp_Attribute_01_002","Your offensive options may also possess an elemental affinity.

 - Attack: a normal attack without elemental affinity.
 - Skill: an ability which may have an elemental affinity.

{fc9Damage is increased when the attack is of a target's elemental
weakness, and damage is reduced when against a target's
elemental resistance.}

Simply look at the damage output display when selecting a
target to view an attack's compatibility."
"tutorial_exp_Factor_01_001","Each Digimon possesses Traits which are based on their type and
characteristics. Certain special skills are effective against specific
Traits, resulting in{fc9 1.5x damage dealt}.

{fc9You can view the Traits of enemy Digimon via {l2} Analyze during
battle.}"
"tutorial_exp_EvolutionTechnique_01_001","{fc9The Talent Points used to denote a
Digimon's level limit are maintained even after
a De-Digivolution.} Repeating the process of
Digivolution and De-Digivolution is the key to
creating even stronger Digimon."
"tutorial_exp_EvolutionTechnique_02_001","The cumulative value passed on when a Digimon Digivolves or
De-Digivolves adds 1% of the previous Digimon's stats.
{fc9The more Bond Points a Digimon has, the more times the
cumulative value can be carried over.}

Boost your Digimon's Bond Points and use Digivolution and
De-Digivolution in order to create even more powerful Digimon."
"tutorial_exp_ActionOrder_01_001","Turn Order during battle is determined by each Digimon's SPD stat.
Turn Order is recalculated when SPD changes for any Digimon.

{fc9Using skills and items to alter the SPD of your allies and enemies in
order to manipulate the Turn Order is a key battle strategy.}"
"tutorial_exp_WeakPointAttack_01_001","{fc9When an attack has favorable compatibility, it will strike the
enemy's ""weak point."" Compatibility is determined via Attributes,
Elements, and Traits.}

Additionally, other effects such as from a Digimon's Personality
Skill can also have a large influence on attack compatibility.

There are hints in a Digimon's stats and other details for finding
compatibilities and weak points, so be sure to use Analyze Mode
to find them."
"tutorial_exp_SpecialSkills_01_001","These are a Digimon's unique set of skills, capable of dealing large
amounts of damage or triggering certain effects.

Some Digimon even have a Special Skill that lets them initiate a
Mode Change.

Getting a grasp on these Special Skills is key to unlocking each
Digimon's potential in battle."
"tutorial_exp_FusionSkills_01_001","These are powerful skills used between specific Digimon.
{fc9DNA Digivolution Skills appear in eligible Digimon's skill selection
menus in battle.}

These skills will only become available once you have met all of the
necessary conditions:
 - Both DNA Digivolution-capable Digimon are battle members; and
 - Both DNA Digivolution-capable Digimon can act on their turn.

It is an Agent's duty to find Digimon that can combine for DNA
Digivolution Skills."
"tutorial_exp_SurpriseAttack_01_001","{fc9When an enemy spots and triggers an encounter, a battle will begin
with a preemptive strike from the enemy.}

If you can't avoid an encounter, it's recommended that you attack first
with a {r2} DigiAttack."
"tutorial_exp_BattleCommand_01_001","This command is used during battle to make a non-elemental attack.

{fc9You can also switch targets with {sub1} and attack allies as well.}
Although somewhat unusual, this tactic can be used to remove
status abnormalities, making it useful in some situations."
"tutorial_exp_BattleCommand_02_001","This command is used during battle and lets you perform Special
Skills and Attachment Skills.
Using a skill consumes SP (Skill Points).

Don't forget to consider the associated element as well as your
timing when using skills."
"tutorial_exp_BattleCommand_03_001","This command is used during battle and lets you use items to
support your Digimon on its turn.

{fc9Digimon do not lose their turn, when you use an item.
The Digimon will still be able to carry out a command.}

Keep items ready at all times so that your Allied Digimon can
fight at full strength whenever necessary."
"tutorial_exp_BattleCommand_04_001","This command is used during battle and lets you change between
battle members and reserved members.
{fc9You can swap members as many times as you like during a turn.}

There are some Digimon who transform due to a special ""Change""
command. Using this command effectively can have a large impact
on the battle, making it an important part of any strategy."
"tutorial_exp_BattleCommand_05_001","This command is used during battle.
{fc9It lets you view a partner Digimon's information
when pressing {sub2} while selecting the command.}

It's a good idea to understand your Digimon's info so that you
can know its compatibilities with the enemy."
"tutorial_exp_SkillDisc_01_001","These items let you change your ally Digimon's Attachment Skills.

{fc9Go to Digimon > Setup on your Digivice to change Attachment Skills.}
Note: For more details, see Tutorial > Battles > Attachment Skills.

Skill Discs can be obtained in various ways, such as by finding
them in Treasure Chests, or by purchasing them in a shop."
"tutorial_exp_Items_01_001","The items used by an agent are categorized below.

Recovery: Recovers your partner Digimon.
Enhancement: Strengthens your partner Digimon.
Special: Sells at a high price or is used under certain conditions.
Equipment: Equips onto your partner Digimon.
Materials: Used in the Crafting Shop.
Farm: Used on the Digifarm.
Valuables: Important for conducting your missions."
"tutorial_exp_BuffDebuff_01_001","These are stat changes that affect Digimon during battles.

Buffs indicate positive changes, and debuffs indicate negative ones.
{fc9Multiple effects can occur at the same time.}

Icons will be displayed next to stats affected by a buff or debuff."
"tutorial_exp_AbnormalStatus_01_001","These conditions affect Digimon during battles.

{fc9Digimon can only be affected by one at a time, although existing
status abnormalities may be overwritten by more powerful ones.}
Icons will be displayed next to stats affected by a status abnormality.

{fc9Please refer to ""Status Abnormality Types & Effects"" for more details.}"
"tutorial_exp_AbnormalStatus_02_001","This is a special status change during battle.

{fc9This reverses the affected Digimon's attribute and element
favorabilities. The effect persists for the remainder of the battle.}

Applying ""Reverse"" again will return its favorabilities to normal."
"tutorial_exp_AbnormalStatus_03_001","This is a special status change during battle.

{fc9It prevents a Digimon from recovering HP.
The effect ends after a specified number of turns has elapsed.} 

You can also use items or skills to heal a Digimon from injuries."
"tutorial_exp_AbnormalStatus_04_001","This is a special status change during battle.

{fc9It prevents a Digimon from recovering SP.
The effect ends after a specified number of turns has elapsed.}

You can also help a diseased Digimon by using items or skills."
"tutorial_exp_AbnormalStatus_05_001","{fc9This status change occurs once a Digimon's HP falls below 30%.
The Digimon will ""muster its strength"" and enter Brave status.}

This status boosts ATK/INT/CRT Rate by 50% until the end of its
following turn."
"tutorial_exp_AbnormalStatus_06_001","This is an extremely powerful buff certain hostile Digimon possess.

{fc9Stats buffed by an enemy's Strong state will be indicated by special
colored icons. The Strong state's effects do not end based on
the passage of turns. Only a Charge Break can reset its effects.}"
"tutorial_exp_AbnormalStatus_07_001","This is a special status change during battle.

{fc9Digimon affected keep 1 HP even if they take damage that would
normally reduce their HP to zero. (This means they can't be KO'd.)}

The Guts status can be obtained as a skill effect or other means, and
it  will be marked with an icon."
"tutorial_exp_RushOut_01_001","It seems you've just experienced a ""surprise encounter."" It's rumored
that when you have one of these encounters, a certain Digimon will
unexpectedly appear and join the battle.

{fc9Defeating this Digimon can cause rare items to drop, but it's
apparently pretty quick to retreat.} I'm sure it's only a matter of time
before an agent uncovers the truth."
"tutorial_exp_RushOut_01_002","Digimon Who Have Appeared during Surprise Encounters #1"
"tutorial_exp_RushOut_01_003","Digimon Who Have Appeared during Surprise Encounters #2"
"tutorial_exp_RushOut_01_004","Digimon Who Have Appeared during Surprise Encounters #3"
"tutorial_exp_RushOut_01_005","Digimon Who Have Appeared during Surprise Encounters #4"
"tutorial_exp_Accumulation_01_001","When a Digimon Digivolves or De-Digivolves, the cumulative value
is the value of the stat passed on to the next Digimon.

{fc9It's indicated by a blue number in parentheses in the Digimon's
stats.}

The cumulative value doesn't decrease even if the Digimon
Digivolves or De-Digivolves. However, there is a limit to how many
times the cumulative value can be carried over.
See ""Digivolution Technique 3: Bond Points"" for more information."
"tutorial_exp_Accumulation_01_002","Increasing a Cumulative Value

{fc9- Using Enhancement Items
Depending on the enhancement item used, the value added to the
stat will also be added to the cumulative value.

- Performing Digivolution/De-Digivolution
When undergoing Digivolution or De-Digivolution, 1% of the previous
Digimon's stat value increased through leveling up or by training on
the farm will be added to the cumulative value.}"
"tutorial_exp_EvolutionTechnique_03_001","The value of stats boosted with enhancement items is also added to
the cumulative value.

Digivolving or De-Digivolving adds 1% of the previous Digimon's stat
value to the total.

{fc9Bond Points indicate the number of times that the cumulative value
can be carried over after Digivolving or De-Digivolving. Increase the
cumulative value as much as possible beforehand in order to maximize
your Bond Points.}"
"tutorial_exp_AbnormalStatus_08_001","{fc9Poison}
The Digimon incurs poison damage at the end of its turn. It can
be cured immediately using items or skills.

{fc9Deadly Poison}
The Digimon incurs significant poison damage at the end of its
turn. It can be cured immediately using items or skills."
"tutorial_exp_AbnormalStatus_08_002","{fc9Confusion}
The Digimon may not be able to perform any actions during its turn.
It can recover immediately using items or skills.

{fc9Chaos}
The Digimon is unable to perform any actions during its turn. It can
recover when attacked, or by using items or skills."
"tutorial_exp_AbnormalStatus_08_003","{fc9Paralysis}
The Digimon may not be able to move during its turn. It will
automatically recover after several turns, or it can recover
immediately by using items or skills.

{fc9Immobilization}
The Digimon will be unable to move during its turn. It will
automatically recover after several turns, or it can recover
immediately by using items or skills."
"tutorial_exp_AbnormalStatus_08_004","{fc9Sleep}
The Digimon is unable to move and the damage it receives is
doubled. It will automatically wake up after several turns or if
attacked. Items or skills can be used to wake up immediately.

{fc9Deep Slumber}
The Digimon is unable to move and the damage it receives is
doubled. It must be attacked or use items or skills to wake up."
"tutorial_exp_AbnormalStatus_08_005","{fc9Crystallization}
The Digimon will crystallize and will be unable to use skills. It
will heal automatically after several turns. It can heal immediately
by using items or skills."
"tutorial_exp_AbnormalStatus_09_001","This is a special status change during battle.

{fc9Only the Digimon with the Taunting status will be targeted for attack.
(Other Digimon cannot be targeted.)} 

The Taunting status lasts for one round.
(The status will end on the next turn of the Digimon who activated it)"
