schema_file,structure_pattern,table,column_index,source_header,type,friendly_header,status,sample_csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,10,int32 10,int32,animation_id,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,11,int32 11,int32,unk_int32_011,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,12,int32 12,int32,effect_id,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,13,empty 13,empty,empty_013,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,14,int32 14,int32,unk_int32_014,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,15,empty 15,empty,empty_015,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,16,int32 16,int32,effect_group_id,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,17,empty 17,empty,empty_017,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,18,int32 18,int32,unk_int32_018,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,19,empty 19,empty,empty_019,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,20,int32 20,int32,unk_int32_020,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,21,int32 21,int32,unknown_021,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,22,int32 22,int32,damage_type,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,23,int32 23,int32,power,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,24,int32 24,int32,unk_int32_024,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,25,int32 25,int32,unk_int32_025,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,26,int32 26,int32,additional_property_1,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,27,int32 27,int32,additional_property,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,28,int32 28,int32,element,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,29,int32 29,int32,increased_damage_against_class,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,30,int32 30,int32,unused_030,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,31,int32 31,int32,unused_031,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,32,int32 32,int32,menu_icon,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,33,int32 33,int32,target_type,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,34,int32 34,int32,min_hits,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,35,int32 35,int32,max_hits,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,36,int16 36,int16,sp_cost,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,37,int16 37,int16,unknown_037,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,38,int32 38,int32,cp_cost,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,39,int8 39,int8,always_hits,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,40,int8 40,int8,accuracy,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,41,int8 41,int8,unknown_041,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,42,int8 42,int8,crit_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,43,int8 43,int8,hp_drain,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,44,int8 44,int8,sp_drain,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,45,int16 45,int16,recoil,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,46,int32 46,int32,conditional_type,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,47,int32 47,int32,conditional_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,48,empty 48,empty,conditional_empty,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,49,int16 49,int16,conditional_arg,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,50,int16 50,int16,conditional_effect_arg,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,51,empty 51,empty,conditional_empty_2,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,52,int32 52,int32,buff_set_01,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,53,empty 53,empty,buff_set_01_empty,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,54,int32 54,int32,buff_set_02,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,55,empty 55,empty,buff_set_02_empty,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,56,int32 56,int32,buff_set_03,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,57,empty 57,empty,buff_set_03_empty,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,58,int32 58,int32,buff_set_04,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,59,empty 59,empty,buff_set_04_empty,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,60,int32 60,int32,buff_set_05,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,61,int32 61,int32,buff_set_05_empty,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,62,empty 62,empty,empty_062,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,63,int32 63,int32,jogress_skill_id,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,64,int32 64,int32,jogress_partner_1,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,65,empty 65,empty,empty_065,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,66,int32 66,int32,jogress_partner_2,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,67,empty 67,empty,empty_067,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,68,int32 68,int32,unk_int32_068,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,69,empty 69,empty,empty_069,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,70,int32 70,int32,unk_int32_070,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,71,empty 71,empty,empty_071,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,72,string2 72,string2,skill_debug_name,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,0,int32 0,int32,set_id,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,1,int32 1,int32,unknown_001,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,2,int32 2,int32,unknown_002,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,3,bool 3,bool,unknown_003,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,4,empty 4,empty,empty_004,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,5,empty 5,empty,empty_005,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,6,int32 6,int32,buff_01_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,7,int32 7,int32,buff_01_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,8,int32 8,int32,buff_01_change_percent,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,9,int32 9,int32,buff_01_turn_override,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,10,empty 10,empty,empty_010,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,11,int32 11,int32,buff_02_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,12,int32 12,int32,buff_02_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,13,int32 13,int32,buff_02_change_percent,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,14,int32 14,int32,buff_02_turn_override,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,15,empty 15,empty,empty_015,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,16,int32 16,int32,buff_03_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,17,int32 17,int32,buff_03_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,18,int32 18,int32,buff_03_change_percent,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,19,int32 19,int32,buff_03_turn_override,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,20,empty 20,empty,empty_020,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,21,int32 21,int32,buff_04_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,22,int32 22,int32,buff_04_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,23,int32 23,int32,buff_04_change_percent,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,24,int32 24,int32,buff_04_turn_override,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,25,empty 25,empty,empty_025,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,26,int32 26,int32,buff_05_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,27,int32 27,int32,buff_05_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,28,int32 28,int32,buff_05_change_percent,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,29,int32 29,int32,buff_05_turn_override,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,30,empty 30,empty,empty_030,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,31,int32 31,int32,buff_06_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,32,int32 32,int32,buff_06_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,33,int32 33,int32,buff_06_change_percent,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,34,int32 34,int32,buff_06_turn_override,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,35,empty 35,empty,empty_035,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,36,int32 36,int32,buff_07_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,37,int32 37,int32,buff_07_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,38,int32 38,int32,buff_07_change_percent,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,39,int32 39,int32,buff_07_turn_override,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,40,empty 40,empty,empty_040,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,41,int32 41,int32,buff_08_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,42,int32 42,int32,buff_08_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,43,int32 43,int32,buff_08_change_percent,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,44,int32 44,int32,buff_08_turn_override,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,45,empty 45,empty,empty_045,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,46,int32 46,int32,buff_09_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,47,int32 47,int32,buff_09_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,48,int32 48,int32,buff_09_change_percent,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,49,int32 49,int32,buff_09_turn_override,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,50,empty 50,empty,empty_050,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,51,int32 51,int32,buff_10_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,52,int32 52,int32,buff_10_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,53,int32 53,int32,buff_10_change_percent,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,54,int32 54,int32,buff_10_turn_override,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,55,empty 55,empty,empty_055,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,56,int32 56,int32,buff_11_effect,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,57,int32 57,int32,buff_11_rate,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,58,int32 58,int32,buff_11_change_percent,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,buff_set,59,int32 59,int32,buff_11_turn_override,named,New Extracted\patch.dx11\data\battle_skill.mbe\002_buff_set.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,0,int32 0,int32,target_digimon_id,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,1,empty 1,empty,empty_001,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,2,int32 2,int32,mode,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,3,int32 3,int32,tamer_level,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,4,int32 4,int32,hp,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,5,int32 5,int32,sp,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,6,int32 6,int32,atk,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,7,int32 7,int32,def,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,8,int32 8,int32,int,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,9,int32 9,int32,spi,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,10,int32 10,int32,spd,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,11,int32 11,int32,unknown_011,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,12,int32 12,int32,unknown_012,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,13,int32 13,int32,skill_count_valor,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,14,int32 14,int32,skill_count_philanthropy,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,15,int32 15,int32,skill_count_amicable,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,16,int32 16,int32,skill_count_wisdom,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,17,int32 17,int32,unk_int32_017,unknown,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,18,empty 18,empty,empty_018,unknown,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,19,int32 19,int32,unk_int32_019,unknown,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,20,int32 20,int32,unk_int32_020,unknown,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,21,int32 21,int32,unk_int32_021,unknown,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,22,int32 22,int32,needs_item,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,23,empty 23,empty,empty_023,unknown,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,24,int32 24,int32,jogress_db_id_a,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,25,empty 25,empty,empty_025,unknown,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,26,int32 26,int32,jogress_personality_a,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,27,int32 27,int32,jogress_db_id_b,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,28,empty 28,empty,empty_028,unknown,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_condition,29,int32 29,int32,jogress_personality_b,named,New Extracted\patch.dx11\data\evolution.mbe\000_evolution_condition.csv
evolution.json,evolution(_dlc\d+)?\.mbe,evolution_to,0,int32 0,int32,idx,named,New Extracted\patch.dx11\data\evolution.mbe\001_evolution_to.csv
